Statement,ID,Origin,Validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_gunning_fog,True_text_standard,Characters,Words,Word_Length,Number_Count,Positive_Sentiment,Neutral_Sentiment,Negative_Sentiment,Positive_Stance,Negative_Stance,Neutral_Stance
"Many people infected with the virus have no clinical symptoms; the current one
it is estimated that about 30% of people have antibodies to SARS-CoV-2 in their blood.
asymptomatic. These individuals carry the virus and can spread it to others who may react to it
severe COVID-19 disease.",1021,Translated,TRUE,55.58,0,11.5,10.91,14,11.08,12,15,14.6,14th and 15th grade,286,48,5.041666667,5,0.0183,0.3438,0.638,0.672704101,0.049336419,0.277959526
"Many people infected with the virus do not have clinical symptoms; the current
It is estimated that around 30% of people have antibodies against SARS-CoV-2 in their blood.
asymptomatic. These people are carriers of the virus and can transmit it to others who may react to it.
severe COVID-19 disease.",1021,Translated,TRUE,62.98,11.2,8.6,10.5,10.5,10.78,13,10.333333333333334,11.48,10th and 11th grade,300,50,5.08,5,0.0167,0.2984,0.685,0.656750023,0.066545531,0.276704371
"Many people who are infected with the virus show no clinical symptoms; current
estimates suggest that about 30% of individuals who have antibodies to SARS-CoV-2 in their blood
asymptomatic. These individuals carry the virus and potentially transmit it to others who may react with it
severe disease of COVID-19.",1021,Translated,TRUE,38.15,0,14,13.29,16.1,11.94,15,16.25,15.51,15th and 16th grade,311,49,5.428571429,5,0.0142,0.3509,0.635,0.653903902,0.069420211,0.27667591
"Many people who are infected with the virus do not have any clinical symptoms; current
Estimates suggest that about 30% of people who have antibodies against SARS-CoV-2 in their blood are
asymptomatic. These people carry the virus and potentially transmit it to others, who may react with
severe COVID-19 disease.",1021,Translated,TRUE,54.56,0,11.9,12.71,15.9,11.51,14,15.5,14.8,11th and 12th grade,313,50,5.34,5,0.0133,0.3044,0.6823,0.662637055,0.066968754,0.270394236
"Many people infected with the virus do not show any clinical symptoms; current
estimates suggest that about 30% of individuals who have SARS-CoV-2 antibodies in their blood are
asymptomatic. These individuals carry the virus and potentially spread it to others, who may react with it
severe covid-19 disease.",1021,Translated,TRUE,47.12,0,12.7,13.58,16.2,11.74,14,16,15.43,15th and 16th grade,308,48,5.5,5,0.0104,0.2636,0.726,0.656053662,0.065070502,0.278875768
"Many people infected with the virus have no clinical symptoms; present
estimates suggest that about 30% of individuals who have SARS-CoV-2 antibodies in their blood are
asymptomatic. These individuals carry the virus and potentially spread it to others who may react
severe COVID-19 disease.",1021,Translated,TRUE,40.69,0,13.1,14.5,16.1,11.9,13,15,15.16,14th and 15th grade,291,44,5.704545455,5,0.0112,0.2798,0.7091,0.659081399,0.063685104,0.277233481
"Many people infected with the virus show no clinical symptoms. drift
estimates show that about 30% of people who have antibodies against SARS-CoV-2 in their blood
asymptomatic. These people carry the virus and potentially spread it to others who may react to it
severe disease of COVID-19.",1021,Translated,TRUE,64,11.2,8.2,11.54,10.8,10.46,11,8.833333333333334,11.39,10th and 11th grade,289,47,5.234042553,5,0.0121,0.2491,0.7388,0.644968152,0.066926114,0.288105756
"Many people infected with the virus have no clinical symptoms; current
estimates suggest that around 30% of people who have SARS-CoV-2 antibodies in their blood are
asymptomatic. These people carry the virus and can transmit it to others, who may react by
severe illness from COVID-19.",1021,Translated,TRUE,56.59,0,11.1,12.25,14.7,11.64,13,14,13.55,11th and 12th grade,285,46,5.282608696,5,0.0158,0.3664,0.6178,0.654694915,0.06977389,0.275531173
"Many people infected with the virus do not show any clinical symptoms; current
According to estimates, about 30% of people who have antibodies to SARS-CoV-2 in their blood,
asymptomatic. These people carry the virus and potentially spread it to others who may react
severe disease of COVID-19.",1021,Translated,TRUE,47.62,0,12.5,12.36,15.1,11.52,13,15.25,15.36,12th and 13th grade,293,47,5.319148936,5,0.0119,0.2688,0.7193,0.652180851,0.067296781,0.280522436
"Many people infected with the virus do not show any clinical symptoms. the point
It is estimated that about 30% of people who have SARS-CoV-2 antibodies in their blood have the disease.
No apparent symptoms. These people carry the virus and potentially transmit it to others who may interact with it
Serious illness Covid-19.",1021,Translated,TRUE,66.23,11.2,7.4,10.49,9.1,10.15,13,7.75,11.33,7th and 8th grade,325,54,5.092592593,5,0.0134,0.2891,0.6975,0.648982108,0.083281077,0.267736793
"Many people infected with the virus show no clinical symptoms. drift
estimates show that about 30% of people who have SARS-CoV-2 antibodies in their blood are
asymptomatic. These people carry the virus and potentially spread it to others, who may react to it
severe disease covid-19.",1021,Translated,TRUE,64.41,11.2,8.1,11.13,10.6,10.57,11,8.666666666666666,11.34,10th and 11th grade,283,46,5.239130435,5,0.0123,0.2505,0.7372,0.639759898,0.0685651,0.291675001
"Many people infected with the virus do not show any clinical symptoms; Present
It is estimated that about 30% of individuals who have SARS-CoV-2 antibodies in their blood are infected with the virus.
No apparent symptoms. These individuals carry the virus and potentially transmit it to others who may interact with it
Severe COVID-19 illness.",1021,Translated,TRUE,52.9,13.6,10.4,12.36,12.5,10.29,13,12.5,13.14,12th and 13th grade,343,55,5.309090909,5,0.0125,0.2873,0.7002,0.650255144,0.068593897,0.281150967
"Many people infected with the virus do not show any clinical symptoms. point
It is estimated that about 30% of people who have antibodies to SARS-CoV-2 in their blood have this disease.
No noticeable symptoms. These people carry the virus and potentially pass it on to others who may interact with it
Severe disease Covid-19.",1021,Translated,TRUE,65.93,10.7,7.5,9.85,8.7,9.49,11,7.625,10.61,7th and 8th grade,325,55,4.981818182,5,0.0163,0.3207,0.663,0.639887929,0.067397267,0.292714834
"Many people infected with the virus do not have clinical symptoms; the actual
It is estimated that around 30% of people have antibodies to SARS-CoV-2 in their blood.
asymptomatic. These people carry the virus and can transmit it to other people who may react to it.
severe COVID-19 illness.",1021,Translated,TRUE,63.39,11.2,8.5,10.03,10,10.25,11,10.166666666666666,11.42,10th and 11th grade,290,49,5,5,0.0167,0.3005,0.6828,0.64452374,0.07437741,0.281098872
"Many people infected with the virus do not show clinical symptoms. drift
Estimates show that about 30% of people who have antibodies to SARS-CoV-2 in their blood,
asymptomatic. These people carry the virus and potentially spread it to others who may react
severe disease of COVID-19.",1021,Translated,TRUE,64.41,11.2,8.1,11.13,10.6,10.57,11,8.666666666666666,11.34,10th and 11th grade,283,46,5.239130435,5,0.0111,0.2403,0.7485,0.64973861,0.071826972,0.278434396
"Many people infected with the virus do not show clinical symptoms. Current estimates suggest that about 30% of people who have SARS-CoV-2 antibodies in their blood are asymptomatic. These people carry the virus and may spread it to others, who may respond with severe COVID-19 disease.",1021,Translated,TRUE,64.41,10.5,8.1,11.36,10.8,10.92,12,8.333333333333334,10.47,10th and 11th grade,285,46,5.217391304,5,0.0085,0.2155,0.7759,0.650494576,0.068232842,0.281272501
"Many people infected with the virus have no clinical symptoms; current
According to estimates, about 30% of people who have antibodies to SARS-CoV-2 in their blood,
asymptomatic. These people carry the virus and potentially pass it on to other people who may react
severe disease of COVID-19.",1021,Translated,TRUE,47.62,0,12.5,12.25,15,11.19,12,15.25,15.36,14th and 15th grade,292,47,5.29787234,5,0.0152,0.317,0.6678,0.643057764,0.062266514,0.294675738
"The findings support global recommendations to prioritize the allocation of COVID-19 vaccines to the elderly
groups. The relative differences between allocation strategies decreased with the rate of vaccine introduction
was increased.",1022,Translated,TRUE,21.9,0,14.1,20.01,17.3,13.57,15,11.75,15.23,13th and 14th grade,234,31,6.64516129,2,0.1173,0.8473,0.0354,0.729795456,0.091086686,0.179117858
"The findings support global recommendations to prioritize COVID-19 vaccine allocation to older age
groups. Relative differences between allocation strategies were reduced as the rate of vaccine rollout
was increased.",1022,Translated,TRUE,22.92,0,13.7,19.13,16.3,13.61,14,10.25,12.7,13th and 14th grade,216,29,6.551724138,2,0.1559,0.8159,0.0282,0.732419431,0.093222596,0.174357966
"The findings support global recommendations for prioritizing the distribution of the COVID-19 vaccine in the elderly
groups. The relative differences between distribution strategies were reduced as the rate of vaccine distribution increased
was increased.",1022,Translated,TRUE,20.38,0,14.6,19.78,17.8,11.91,13,12.5,13.86,12th and 13th grade,255,34,6.588235294,2,0.1745,0.804,0.0215,0.734463811,0.074722931,0.190813184
"Findings support global recommendations to prioritize COVID-19 vaccine allocation to older people
groups. Relative differences between allocation strategies decreased as the speed of vaccine rollout increased.
was increased.",1022,Translated,TRUE,14.97,0,14.7,22.09,18.7,13.92,14,9,12.74,12th and 13th grade,224,28,7.107142857,2,0.0894,0.842,0.0686,0.708723962,0.11049705,0.180778936
The results support global recommendations to prioritize COVID-19 vaccine allocation to older age groups. Relative differences between allocation strategies decreased as vaccine distribution increased.,1022,Translated,TRUE,0.08,0,16.2,24.11,19.5,15.42,14,8.5,14.8,14th and 15th grade,201,24,7.416666667,2,0.0959,0.8664,0.0377,0.721778035,0.115003698,0.16321823
"The results support global recommendations to prioritize covid-19 vaccine allocation for older age
groups. Relative differences between allocation strategies decreased as the vaccine evolved
was increased.",1022,Translated,TRUE,24.44,0,13.1,21.33,17.7,14.61,13,8.5,12.89,12th and 13th grade,205,26,7,2,0.1287,0.839,0.0324,0.719652414,0.102833174,0.177514434
"The findings support global recommendations to prioritize the distribution of the COVID-19 vaccine for older age groups
groups. The relative differences between distribution strategies decreased as the speed of vaccine circulation
Increased.",1022,Translated,TRUE,29.86,0,13.1,19.95,17.5,12.82,14,11.5,13.9,12th and 13th grade,241,32,6.625,2,0.0626,0.8601,0.0773,0.730732858,0.087859623,0.181407526
"The results support global recommendations to prioritize the allocation of the Covid-19 vaccine to older people
groups. The relative differences between allocation strategies have been reduced with the speed of the vaccine rollout
has been increased.",1022,Translated,TRUE,36.28,0,12.7,16.59,15.7,11.99,14,12,12.76,11th and 12th grade,250,36,6.027777778,2,0.1941,0.7818,0.0241,0.663600028,0.09047164,0.245928228
"The results support global recommendations to prioritize the allocation of the Covid-19 vaccine to older people
groups. The relative differences between allocation strategies decreased as the vaccine developed
has been increased.",1022,Translated,TRUE,21.9,0,14.1,19.08,16.6,13.06,14,11.25,13.94,13th and 14th grade,229,31,6.483870968,2,0.1103,0.8512,0.0385,0.70480001,0.097495288,0.197704703
"The findings support global recommendations to prioritize distribution of the COVID-19 vaccine to older age groups
groups. The relative differences between distribution strategies decreased with the rate of vaccine circulation
Increased.",1022,Translated,TRUE,21.9,0,14.1,20.59,17.8,13.06,14,11.25,13.94,13th and 14th grade,237,31,6.741935484,2,0.0856,0.8634,0.0509,0.739173293,0.086874112,0.173952535
"The findings support global recommendations for prioritizing COVID-19 vaccine allocation to older people.
groups. As the pace of vaccine rollout has accelerated, the relative differences between allocation strategies have decreased.
has increased.",1022,Translated,TRUE,12.94,0,15.4,20.47,18.4,13.31,15,11.5,13.9,13th and 14th grade,247,32,6.8125,2,0.1263,0.8359,0.0377,0.712800562,0.093734607,0.193464801
"The findings support global recommendations for prioritizing the distribution of the COVID-19 vaccine for the elderly
groups. The relative differences between distribution strategies decreased as the rate of vaccine distribution increased
was increased.",1022,Translated,TRUE,20.89,0,14.4,20.76,18.4,12.11,13,12.25,13.87,13th and 14th grade,253,33,6.757575758,2,0.1014,0.8642,0.0344,0.732101142,0.07840915,0.189489722
"The findings support global recommendations to prioritize the allocation of COVID-19 vaccines to older adults
groups. The relative differences between allocation strategies decreased with the rate of vaccine introduction
was increased.",1022,Translated,TRUE,21.9,0,14.1,20.24,17.5,14.08,15,11.25,13.94,13th and 14th grade,235,31,6.677419355,2,0.1128,0.8499,0.0373,0.726805329,0.093928665,0.179265961
The results support global recommendations to prioritize COVID-19 vaccine distribution to older age groups. The relative differences between distribution strategies decreased as the rate of vaccine circulation increased.,1022,Translated,TRUE,14.97,0,14.7,21.51,18,13.92,14,10.5,14.17,14th and 15th grade,220,28,6.892857143,2,0.0894,0.8627,0.0478,0.721832633,0.095157094,0.18301031
"The results support global recommendations for prioritizing covid-19 vaccine allocation to older people.
groups. As the rate of vaccine deployment has increased, the relative differences between distribution strategies have decreased.
has increased.",1022,Translated,TRUE,21.4,0,14.3,20.88,18.6,13.31,15,11.5,15.15,13th and 14th grade,249,32,6.875,2,0.1397,0.8191,0.0412,0.697695255,0.095589921,0.206714794
